State,Profit,Quantity
North Carolina,86.3928,9
California,85.9957,1
Washington,75.9924,2
Washington,20.06,2
California,86.3856,3
California,25.1916,4
Washington,60.8832,4
Washington,26.3934,6
Washington,49.2723,9
California,18.5391,1
California,145.782,4
California,944.9865,5
Washington,-17.991,5
Colorado,89.5888,7
Utah,6.2937,9
Indiana,22.653,2
Indiana,165.2868,3
Indiana,37.758,3
Indiana,35.2872,3
Oklahoma,28.3095,3
Indiana,71.2692,4
Indiana,11.1825,5
Indiana,124.68,5
Missouri,53.433,5
Indiana,55.9224,6
Michigan,41.952,6
Missouri,6.768,6
Missouri,43.5981,7
Oklahoma,23.4192,12
Texas,-2.3748,2
Texas,-2.7,2
Texas,-3.272,2
Illinois,16.704,2
Illinois,53.9946,3
Texas,-17.9964,3
Texas,-7.439400000,3
Texas,3.3099,3
Illinois,35.9976,3
Illinois,13.8579,3
Illinois,3.278,4
Texas,95.9904,4
Illinois,49.4376,4
Illinois,83.986,5
Texas,84.66,5
Texas,53.997,5
Texas,51.4975,5
Illinois,89.991,6
Texas,52.4979,7
Illinois,53.7544,7
Texas,52.493,7
Texas,-79.908,2
New York,2.2365,1
Massachusetts,11.5971,1
New York,36.7173,1
New York,8.799,2
New York,11.151,2
New York,6.0114,2
Delaware,89.3142,2
New York,3.999200000,2
New York,89.3142,2
New York,18.2592,3
New York,71.991,3
New York,177.5889,3
Massachusetts,35.8644,3
Massachusetts,28.7856,3
New York,176.1708,3
New York,303.3408,4
New Jersey,34.96,5
New York,53.997,5
New York,43.176,5
New York,264.5865,5
New York,539.925,5
New York,17.238,6
New York,31.122,6
Connecticut,233.2204,7
New York,13.604,8
New York,171.36,9
New York,134.3328,14
Ohio,0.5,2
Pennsylvania,1.1994,2
Pennsylvania,22.9954,2
Pennsylvania,0.599800000,2
Ohio,-8.997,3
Pennsylvania,5.0328,3
Ohio,35.988,5
Ohio,107.9892,6
Pennsylvania,-4.8528,6
Ohio,-36.253,1
Pennsylvania,-31.6204,1
Pennsylvania,-7.2589,1
Pennsylvania,-9.1788,1
Ohio,109.998,2
Ohio,-2.0774,2
Pennsylvania,-93.08,2
Ohio,4.0473,3
Ohio,-26.9955,3
Pennsylvania,40.4973,3
Pennsylvania,-60.8361,3
Pennsylvania,179.9964,4
Ohio,-100.7944,4
Ohio,-255.7425,5
Georgia,114.9954,2
Virginia,7.998400000,2
Kentucky,629.991,2
Kentucky,195.9944,2
Mississippi,16.2486,3
South Carolina,22.6476,3
Louisiana,8.4564,3
Arkansas,63.984,5
Kentucky,48.3285,5
Virginia,2799.984,5
Virginia,58.812,5
Virginia,55.647,5
Virginia,50.4426,6
Florida,7.198800000,1
North Carolina,21.9978,1
Florida,89.997,2
Tennessee,6.799000000,2
Florida,81.5949,3
North Carolina,1.375,5
Florida,41.993,7
Florida,327.5922,13
California,37.9962,1
Washington,36.852,1
California,57.5904,2
California,35.994,2
California,10.5,2
California,38.08,2
Washington,8.5722,2
California,395.988,3
California,20.7675,3
California,22.6737,3
Washington,89.964,3
Washington,10.875,3
California,12.96,4
California,29.0325,5
Washington,32.893,5
California,25.3302,7
California,63.7776,9
Washington,80.838,9
California,130.752,12
Arizona,23.7993,1
Arizona,1.45,2
Arizona,13.17,2
California,16.998,2
California,41.993,2
California,-20.1362,2
California,12.599,2
Washington,-4.6764,2
Idaho,8.773500000,3
New Mexico,-5.6943,3
Washington,8.997000000,3
California,215.9892,4
California,503.64,4
California,34.742,4
Oregon,35.9964,4
Washington,22.6764,4
California,944.9865,5
California,224.9925,5
Washington,130.2075,5
California,12.987,5
Utah,34.9965,5
Washington,38.396,5
Colorado,10.5534,6
California,37.797,6
California,97.013700000,7
Colorado,14.0712,8
Arizona,83.512800000,8
California,125.2692,12
Michigan,36.2835,1
Minnesota,29.988,1
Wisconsin,1.8872,1
Michigan,33.3172,1
Michigan,2.2828,1
Michigan,3.052,1
Indiana,29.5186,2
Michigan,42.9914,2
Michigan,25.1916,2
Indiana,6.6976,2
Michigan,11.732,2
Michigan,83.9944,2
Michigan,74.8142,2
Michigan,27.4344,2
Michigan,51.8346,2
Nebraska,10.0744,2
Michigan,163.1898,3
Wisconsin,32.0598,3
Indiana,13.2522,3
Michigan,58.7916,3
Minnesota,78.9516,3
Minnesota,105.8316,3
Nebraska,0.2997,3
Oklahoma,133.9713,3
Indiana,15.9968,4
Minnesota,19.8276,4
Oklahoma,102.186,4
Indiana,124.7808,4
Iowa,76.5484,4
Michigan,165.3496,4
Nebraska,743.988,4
Oklahoma,134.3888,4
Wisconsin,285.9896,4
Minnesota,143.982,5
Missouri,67.188,5
Wisconsin,544.4175,5
Nebraska,41.986,5
Wisconsin,223.2855,5
Michigan,35.196,6
Indiana,378.1674,9
Indiana,123.4548,9
Texas,-2.07,1
Texas,-2.994,1
Texas,6.9986,1
Texas,13.2293,1
Texas,9.5992,1
Illinois,-3.272,2
Illinois,13.9972,2
Texas,25.5968,2
Texas,4.4604,2
Texas,15.998,2
Texas,4.4004,2
Texas,-0.6008,2
Texas,7.615400000,2
Illinois,16.704,2
Illinois,16.6788,2
Illinois,11.9988,2
Illinois,3.475,2
Illinois,-8.9964,2
Illinois,13.4386,2
Texas,1.9136,2
Texas,2.394,2
Texas,16.704,2
Texas,20.1584,2
Illinois,7.4655,3
Illinois,-2.1885,3
Illinois,0.7425,3
Illinois,2.039400000,3
Illinois,17.8794,3
Illinois,-7.119,3
Illinois,-4.9005,3
Texas,1.7991,3
Texas,28.497,3
Texas,23.997,3
Texas,161.9919,3
Illinois,36.4473,3
Texas,109.3365,3
Texas,15.0735,3
Texas,5.2125,3
Texas,17.9982,3
Texas,7.7679,3
Texas,32.3982,3
Texas,47.0376,3
Illinois,51.1936,4
Illinois,28.7952,4
Illinois,2.719200000,4
Texas,6.4308,4
Illinois,485.9892,4
Illinois,250.396,4
Illinois,-7.008,4
Illinois,47.98,4
Illinois,143.9968,4
Texas,30.7168,4
Texas,4.0776,4
Texas,62.988,4
Texas,-8.18,5
Texas,45.1395,5
Texas,624.9875,5
Texas,19.596,5
Texas,24.7275,5
Texas,25.186,5
Texas,37.495,5
Texas,-27.2922,6
Texas,-9.282,6
Texas,47.994,6
Texas,49.3164,6
Texas,69.6546,6
Illinois,95.1888,7
Texas,-0.626500000,7
Texas,48.9902,7
Texas,5.7365,7
Texas,47.0351,7
Texas,64.7892,9
Texas,-26.946,9
Illinois,148.4946,9
Illinois,38.456,11
Illinois,-19.470000000,3
Texas,-97.72,2
Texas,33.5895,3
Texas,33.5895,3
Texas,-199.77,5
New York,36.852,1
New York,28.7964,1
New York,36.9873,1
New York,1.2885,1
New York,13.3371,1
New York,187.797,1
Connecticut,38.08,2
Maryland,26.3912,2
Massachusetts,7.6494,2
New York,30.4416,2
New York,371.316,2
New York,217.767,2
New York,12,2
New York,95.76,2
New York,21.792,2
New York,83.9916,2
Connecticut,74.8142,2
Delaware,5.1948,2
Delaware,43.1904,2
Maryland,23.5248,2
New Jersey,74.8142,2
New Jersey,19.9746,2
New York,74.975,2
New York,29.245,2
New York,3.9144,2
New York,0.779400000,2
New York,350.9082,2
New Jersey,13.674,3
New Jersey,4.95,3
New York,57.12,3
New York,14.9925,3
New York,18.8937,3
New York,39.5868,3
New York,20.3898,3
Delaware,5039.9856,3
Delaware,31.0059,3
Maryland,209.2365,3
Delaware,94.4925,3
Maryland,25.1916,3
Maryland,44.9925,3
New Jersey,78.9516,3
New York,131.355,3
New York,109.6113,3
New York,67.1916,3
New York,134.9925,3
New York,58.7916,3
New York,28.3095,3
New York,35.8644,3
New York,39.5428,4
New York,2.5216,4
New Jersey,225.6,4
New York,2239.9872,4
New York,10.3896,4
New York,219.5088,4
New York,125.99,4
New York,249.9104,4
New York,1.356000000,4
New Jersey,30.432,5
New York,21.9945,5
New York,171.93,5
New York,1159.9855,5
Delaware,129.5865,5
Maryland,43.176,5
New Jersey,86.25,5
New York,36.7255,5
New York,22.087,5
New York,206.316,6
New York,88.053,6
New York,601.9699,7
New York,296.0671,7
New York,2400.9657,7
New Jersey,357.1911,7
New York,1228.1787,7
New York,220.4825,7
District of Columbia,648.5624,8
New York,135.98,8
New York,97.194600000,9
Ohio,42.8935,1
Pennsylvania,3.3725,1
Pennsylvania,7.4985,1
Ohio,4.4604,2
Ohio,-4.746,2
Ohio,19.176,2
Pennsylvania,6.992,2
Pennsylvania,16.7946,2
New York,329.994,2
New York,59.998,2
Ohio,0.899700000,3
Ohio,11.9952,3
Pennsylvania,0.5097,3
Pennsylvania,-0.901200000,3
Pennsylvania,2.175,3
Pennsylvania,0.5097,3
Pennsylvania,-0.344400000,3
Pennsylvania,1.0797,3
Ohio,57.6,4
Ohio,8.8008,4
Pennsylvania,-1.428,4
Pennsylvania,28.7904,4
Pennsylvania,-6.445,5
Ohio,41.7186,7
Pennsylvania,-55.300000000,7
New York,1014.9797,7
Pennsylvania,-2.249,1
Ohio,-168.9558,2
Ohio,-56.3108,2
Pennsylvania,-47.3968,2
Pennsylvania,-13.993,2
Pennsylvania,-76.9972,2
Ohio,-80.9955,3
Pennsylvania,-15.1767,3
Pennsylvania,-24.4764,3
Pennsylvania,-115.4958,3
Pennsylvania,-10.7964,3
Pennsylvania,-27.7158,3
Pennsylvania,41.79,3
Pennsylvania,1119.9968,4
Pennsylvania,125.9972,4
Ohio,-36.9544,4
Ohio,-250.396,4
Pennsylvania,-25.3344,4
Pennsylvania,-57.1152,4
Pennsylvania,15.82,4
Pennsylvania,69.9965,5
Pennsylvania,-71.994,5
Pennsylvania,-24.0435,5
Pennsylvania,19.775,5
Ohio,-107.9928,6
Pennsylvania,-107.9928,6
Ohio,-10.0464,7
Ohio,-40.4712,8
Ohio,-47.0304,8
Ohio,-377.9892,9
Pennsylvania,72.7888,14
Pennsylvania,-172.4925,3
Ohio,-6599.978,5
Ohio,-24.276,7
Arkansas,2.999,1
Alabama,12.586,1
Georgia,39.4255,1
Arkansas,171.9914,2
Louisiana,217.767,2
Virginia,6.924,2
Alabama,33.995,2
Alabama,71.3898,3
Mississippi,8.619,3
Virginia,103.158,3
Louisiana,239.985,3
Virginia,90.2871,3
Alabama,0,3
Georgia,98.2722,3
Georgia,77.7519,3
Georgia,67.1916,3
Kentucky,170.5113,3
Kentucky,0.2997,3
Mississippi,32.9817,3
Mississippi,197.991,3
South Carolina,32.9817,3
Virginia,140.391,3
Georgia,4.068,4
Kentucky,18.3908,4
Mississippi,23.4,4
Mississippi,53.7504,4
Georgia,190.08,4
Virginia,7.9812,4
Virginia,125.99,4
Virginia,67.99,4
Georgia,19.996,5
Georgia,107.4785,5
Georgia,111.591,5
Kentucky,131.586,5
South Carolina,176.386,5
Georgia,21.4074,6
Louisiana,10.203,6
Kentucky,1416.8,7
Arkansas,181.9818,7
Arkansas,229.3018,7
Georgia,293.9804,7
Georgia,764.3818,7
Alabama,23.992,8
Virginia,751.9624,8
Georgia,47.8629,9
Virginia,561.564,12
Florida,-2.574900000,1
North Carolina,5.9598,1
Florida,14.595,1
Florida,-4.140000000,2
North Carolina,-2.7,2
North Carolina,13.1956,2
Tennessee,7.615400000,2
Tennessee,0.4752,2
Florida,311.9948,2
Florida,84.598200000,2
Florida,4.1988,2
North Carolina,31.198,2
North Carolina,9.238600000,2
North Carolina,10.8784,2
Tennessee,6.999000000,2
Florida,10.896,3
North Carolina,81.5949,3
North Carolina,303.804,3
North Carolina,-2.484,3
North Carolina,17.8794,3
Tennessee,15.5961,3
Florida,37.7916,3
Florida,107.985,3
North Carolina,19.9665,3
North Carolina,37.797,3
Tennessee,-9.153,3
North Carolina,8.3524,4
Tennessee,-1.119600000,4
Tennessee,8.3524,4
North Carolina,9.596800000,4
Florida,-1.399500000,5
Florida,-8.167500000,5
North Carolina,107.79,5
Florida,85.2475,5
Florida,50.396,5
Florida,13.572,5
Florida,14.628,6
Florida,70.554400000,7
Tennessee,-32.3838,9
North Carolina,-571.9956,2
Tennessee,-272.58,2
North Carolina,-944.9946,3
California,15.2208,1
California,15.2208,1
California,4.2861,1
California,1.636,1
Washington,6.7966,1
Washington,89.997,1
California,21.792,2
California,43.164,2
Washington,10.5,2
Washington,3.401,2
Washington,449.991,2
California,556.974,3
California,52.4895,3
California,177.5889,3
California,146.7693,3
California,3.384,3
California,129.348,3
California,19.7358,3
Nevada,70.0977,3
New Mexico,8.107200000,3
Washington,132.5898,3
Washington,11.7741,3
California,69.986,4
California,176.7864,4
California,15.2988,4
California,15.918,4
California,145.134,4
California,7.8064,4
Washington,343.9828,4
Washington,52.7692,4
California,21.9945,5
California,95.2,5
Washington,12.2465,5
Washington,8.502500000,5
California,46.8,6
Montana,91.3248,6
California,7.896,7
California,43.5981,7
California,440.7648,8
California,200.8638,9
New Mexico,18.504,9
California,46.7313,11
Utah,6.624,12
California,87.1962,14
Washington,103.9992,1
Arizona,3.4995,1
California,1.7375,1
California,-2.9985,1
Washington,9.4486,1
Washington,13.7193,1
Arizona,1.999,2
Arizona,-5.264,2
Arizona,4.479200000,2
Colorado,0.599800000,2
California,59.998,2
California,377.9946,2
California,41.88,2
California,223.054,2
California,77.220000000,2
Washington,41.88,2
Arizona,29.495,2
Arizona,11.1984,2
California,12.599,2
California,19.3932,2
California,19.0386,2
California,19.1786,2
California,23.9984,2
California,71.99,2
California,16.704,2
California,5.218200000,2
California,23.9984,2
Colorado,20.1584,2
Montana,9.238600000,2
Nevada,113.998,2
Washington,125.198,2
Washington,15.599,2
Arizona,-10.7973,3
California,161.9919,3
California,215.9973,3
California,24.2919,3
California,116.2425,3
Washington,62.820000000,3
California,22.6782,3
California,14.7582,3
California,8.998500000,3
California,10.35,3
California,7.7679,3
California,19.9665,3
California,10.0485,3
California,15.1116,3
California,35.985,3
California,22.6782,3
California,25.0182,3
California,12.4173,3
California,130.4913,3
California,44.2425,3
California,52.9173,3
Colorado,8.1432,3
Oregon,54.5916,3
Oregon,19.755,3
Washington,7.7679,3
Washington,26.9985,3
Arizona,-16.614,4
Arizona,-31.6,4
Colorado,-6.534,4
Colorado,-2.918,4
California,139.99,4
California,97.1892,4
California,35.9964,4
California,18.4772,4
California,5.7568,4
California,68.198,4
California,-9.56,4
California,-31.9936,4
California,51.996,4
California,23.7564,4
Oregon,38.3572,4
Oregon,-87.6672,4
Arizona,32.925,5
Arizona,211.4955,5
California,1.375,5
California,47.243,5
California,42.495000000,5
California,38.9975,5
California,12.2325,5
California,55.745000000,5
California,84.495000000,5
California,17.9955,5
California,68.5965,5
California,125.3,5
Washington,4.36,5
California,35.6238,6
California,286.713,6
California,58.1796,6
Arizona,12.3123,7
Oregon,80.4839,7
California,334.4985,7
California,-28.9674,7
California,66.6344,7
California,32.3351,7
California,-15.4581,7
California,52.493,7
Oregon,-31.4874,7
Washington,75.5958,7
California,4.4736,8
California,60.1536,8
California,50.396,8
Washington,27.2952,8
Colorado,64.7892,9
Colorado,10.773,9
Nevada,70.1955,9
Oregon,-18.186,10
Oregon,16.776,10
California,26.973,10
California,32.3015,11
Oregon,-21.945,5
South Dakota,39.7488,2
Texas,-31.0335,1
Illinois,-14.1372,2
Texas,-39.637,5
Texas,0,5
Texas,-56.343,5
Texas,-29.277600000,6
Texas,-71.8116,6
Illinois,-117.882,9
Texas,-36.117600000,6
Texas,-11.6512,2
Texas,-11.6622,3
Texas,-1.4784,4
Illinois,-8.532,6
Illinois,-8.9152,7
Massachusetts,20.485,1
Maryland,23.5764,2
Connecticut,8.5544,2
New York,6.3744,2
Rhode Island,50.5632,2
Rhode Island,14.7,4
New York,66.542,7
Connecticut,185.2578,9
New York,175.136,13
New York,97.652400000,2
New York,2.309400000,3
New York,209.274,10
Ohio,16.3172,2
Pennsylvania,10.3936,2
Pennsylvania,-29.4812,2
Pennsylvania,9.5418,3
Pennsylvania,2.6961,3
Ohio,-4.1568,4
Ohio,9.1776,4
Pennsylvania,56.5776,9
Ohio,-86.0586,3
Rhode Island,-127.5792,3
Delaware,-37.1124,4
Rhode Island,-13.7568,4
Pennsylvania,0,7
Pennsylvania,-53.2856,4
Georgia,75.735,3
South Carolina,21.7515,3
Virginia,300.735,3
Virginia,157.1292,3
Virginia,12.5216,4
Florida,-28.5978,2
Tennessee,10.9602,2
Florida,5.7798,2
Florida,5.368,2
North Carolina,1.068,2
North Carolina,25.875,3
Florida,7.3008,3
Florida,5.5044,3
Florida,1.3728,3
Florida,15.9912,3
Tennessee,56.2744,4
Florida,-182.637,5
North Carolina,45.954,10
North Carolina,-192.0468,3
Tennessee,-147.8655,3
California,10.0624,1
Washington,80.3682,2
California,12.0609,3
California,41.076,4
California,24.882,5
Nevada,70.722,5
California,12.1452,6
Nevada,320.3172,6
California,55.3896,7
California,6.8992,7
Washington,3.8976,7
California,84.294,2
California,25.1979,3
California,6.549000000,5
California,-36.294,6
California,200.9546,7
California,85.176,8
Colorado,13.5882,1
California,9.478800000,1
California,-9.1602,2
Oregon,47.848,2
Washington,-22.1382,2
California,12.096,2
California,71.772,3
California,-54.3204,3
California,-2.699700000,3
California,6.378000000,3
Arizona,-146.1096,4
California,100.196,4
California,84.502,4
Colorado,4.004,4
California,11.196,5
California,-34.0704,6
Colorado,-190.8522,3
Arizona,-356.9643,7
Wisconsin,2.7354,2
New York,4.728,3
Maryland,373.779,5
New York,75.68,5
New York,115.5528,2
New York,177.4206,7
Pennsylvania,3.9512,2
Pennsylvania,12.3284,7
Ohio,-34.9176,3
Ohio,-137.529,5
Pennsylvania,-2.693600000,7
Ohio,-147.8655,3
Florida,-2.098800000,1
Florida,2.5532,4
North Carolina,-199.5076,4
California,2.9568,3
California,11.9952,3
California,8.0968,4
Washington,45.3696,4
California,23.384,5
California,27.1764,3
California,78.7671,3
California,-219.1644,6
California,80.843000000,7
California,-14.987700000,7
Colorado,-29.1168,8
Wisconsin,24.196,2
Missouri,53.235,3
Wisconsin,96.8544,4
Michigan,700.98,5
Wisconsin,378.274,5
Wisconsin,27.608,5
Indiana,539.2464,6
Texas,-20.245,1
Illinois,-14.4784,2
Texas,-35.5136,2
Illinois,-29.0073,3
Texas,-19.2588,3
Texas,-76.0116,2
Texas,-137.976,10
Illinois,-61.872,2
Texas,-0.7566,2
Texas,-30.588,2
Texas,-3.8208,3
Texas,-5.9409,3
Texas,-6.723,5
Texas,-427.45,5
Illinois,-27.1296,8
Rhode Island,50.8254,1
Delaware,6.432,1
New York,7.816600000,1
New Jersey,27.0578,2
Delaware,42.392,2
New Jersey,2.9808,2
New York,50.5632,2
Maryland,43.6752,3
New York,30.99,3
New York,9.1746,3
Maryland,85.1816,4
Connecticut,294.671,5
Massachusetts,212.1876,6
New Hampshire,60.1398,7
New Hampshire,101.4504,8
New York,31.0156,2
New York,36.3018,3
New York,1.1596,1
Ohio,3.792,2
Pennsylvania,-5.4548,2
Pennsylvania,7.7896,2
Ohio,7.272000000,3
New York,21.717600000,4
Pennsylvania,-24.9624,4
New York,196.686,7
Pennsylvania,-7.098000000,2
Pennsylvania,-5.524000000,2
Ohio,-43.4352,6
Pennsylvania,-108.2662,7
New York,-120.0508,2
New York,-99.3453,3
Pennsylvania,-192.0468,3
Ohio,-69.89,5
Ohio,-734.5264,8
Pennsylvania,-250.5408,4
Ohio,-376.6932,6
Kentucky,168.4704,2
Alabama,3.4544,2
Georgia,52.9743,3
Kentucky,292.776,4
South Carolina,43.736,5
Alabama,70.9644,6
Mississippi,38.038,7
North Carolina,0.739200000,2
Florida,-19.1058,3
Tennessee,-35.3646,3
Florida,5.798,5
Florida,1.848,5
Florida,101.3832,9
Tennessee,-29.3238,3
North Carolina,-292.1,10
California,99.23,2
California,7.584,2
California,7.3528,2
California,10.3904,2
Nevada,14.212,2
Utah,77.576400000,3
California,10.5072,3
Washington,40.416,3
California,6.5472,4
California,13.832,5
Washington,13.132,5
California,100.4796,6
California,26.0316,7
California,210.735,5
California,19.5184,1
Oregon,-14.4078,1
California,3.585800000,1
California,9.1764,2
California,6.074,2
Washington,7.119600000,2
California,15.3522,2
California,10.2588,2
California,-1.7772,2
California,-3.3506,2
California,23.028,3
California,13.7646,3
California,-20.7846,3
California,77.0352,3
Oregon,-97.552800000,3
California,-99.1764,3
Washington,108.3528,4
Colorado,3.6784,4
Washington,38.8704,6
Michigan,20.9274,1
Michigan,7.4592,1
Wisconsin,14.5584,1
Michigan,119.2,2
Michigan,32.6332,2
Wisconsin,50.49,2
Michigan,71.2296,2
Minnesota,2.9568,2
Missouri,3.7752,2
Missouri,17.158,2
Wisconsin,7.584,2
Wisconsin,4.3524,2
Michigan,200.49,2
Michigan,226.9644,3
Oklahoma,81.1734,3
South Dakota,27.441,3
Wisconsin,43.2234,3
Wisconsin,40.5867,3
Michigan,23.1192,3
Michigan,79.794,3
Oklahoma,23.6529,3
Michigan,31.0912,4
Minnesota,181.176,4
Indiana,6.9088,4
Oklahoma,13.0548,4
Michigan,423.0085,5
Wisconsin,22.9885,5
Wisconsin,407.1288,6
Indiana,241.1046,6
Wisconsin,427.4368,7
Oklahoma,350.427,7
Michigan,121.7601,9
Michigan,329.4081,9
Wisconsin,17.16,11
Texas,-2.569800000,1
Texas,-16.2613,1
Illinois,-2.0568,2
Illinois,-3.239200000,2
Texas,-8.723200000,2
Texas,-1.419600000,2
Illinois,-2.6982,3
Illinois,-7.709400000,3
Texas,0,4
Texas,-93.4724,4
Texas,-143.431,5
Texas,-93.99,5
Texas,-136.4895,5
Texas,-77.333,5
Texas,-121.8735,5
Texas,-24.843,7
Texas,-69.4722,7
Illinois,-12.078400000,8
Texas,-69.312000000,8
Texas,-12.9987,1
Texas,-27.2646,3
Texas,-114.0174,3
Texas,-42.1096,4
Texas,-119.1918,7
Texas,-225.0976,7
Illinois,-42.6528,3
Illinois,-430.617,5
Illinois,-0.9933,1
Illinois,-15.5268,2
Illinois,-7.476,2
Illinois,-1.406,2
Texas,-77.4732,2
Texas,-10.4196,2
Texas,-2.5472,2
Illinois,-42.4926,3
Illinois,-10.1736,3
Illinois,-2.3904,3
Texas,-3.9624,3
Texas,-70.9605,3
Texas,-2.8272,3
Texas,-7.833000000,3
Texas,-23.976,5
Texas,-24.803,5
Texas,-11.439,5
Texas,-29.512,5
Texas,-67.137,5
Illinois,-12.117,7
Texas,-9.0944,7
Texas,-32.32,8
Texas,-348.6294,9
Massachusetts,3.792,1
New York,6.8274,1
Delaware,101.6508,2
Massachusetts,83.2508,2
Delaware,9.1954,2
Maine,33.9388,2
Maryland,9.8856,2
New Jersey,3.2868,2
New York,3.462,2
New York,4.0192,2
New York,11.1664,2
New York,6.7008,2
New York,18.1908,2
New York,3.2406,2
New York,14.5728,2
Maryland,38.2668,3
Maryland,141.1644,3
New Jersey,213.735,3
New Jersey,25.5528,3
Connecticut,38.2095,3
Delaware,14.9292,3
Maryland,23.6808,3
Maryland,9.3228,3
New Jersey,12.993,3
New Jersey,10.4148,3
New York,63.8862,3
New York,6.0726,3
New York,33.7266,3
New York,4.4088,3
New York,27.9456,3
New York,4.4088,3
New York,5.1816,3
New York,12.8316,3
New Jersey,143.6288,4
Delaware,5.874400000,4
New Hampshire,6.5472,4
New York,31.2664,4
New York,14.8752,4
Vermont,1013.127,5
Delaware,75.686,5
Massachusetts,13.188,5
Massachusetts,10.449,5
New Jersey,18.96,5
New Jersey,20.1015,5
New York,39.98,5
New York,83.733,5
New York,19.9155,5
New York,28.959,5
Delaware,235.9524,6
Maryland,64.7568,8
New Jersey,52.1262,9
Maryland,112.422,10
New York,29.0136,11
New York,15.147,1
New York,25.4744,2
New York,2.8392,2
New York,72.5344,2
New York,2.459800000,2
New York,8.188200000,3
New York,173.3292,3
New York,146.388,3
New York,213.735,5
New York,173.7408,6
New York,169.182,9
Ohio,-3.8976,1
Pennsylvania,4.7664,1
Pennsylvania,0.6624,1
Pennsylvania,7.3008,2
Pennsylvania,6.846,2
Pennsylvania,8.4736,2
Pennsylvania,1.7024,2
New York,7.199400000,3
Pennsylvania,0,3
Pennsylvania,16.8896,4
Pennsylvania,-68.392000000,4
Ohio,1.2528,6
Ohio,-26.6352,6
Connecticut,-4.032,1
Pennsylvania,-48.4704,2
Ohio,-42.747,3
Pennsylvania,-23.7822,3
Pennsylvania,-18.0882,3
Pennsylvania,-24.843,7
Rhode Island,-28.224,7
Pennsylvania,-10.284,10
New York,-93.3262,1
New York,-37.9152,1
Pennsylvania,-20.1528,1
New York,-75.830400000,2
New York,-120.294,2
New York,-115.4304,2
New York,-120.0508,2
New York,-19.5492,2
Ohio,-231.4116,2
Pennsylvania,-81.8544,2
Pennsylvania,-118.0116,2
New York,-347.1174,3
New York,-122.7816,3
New York,-213.5574,3
New York,-553.6476,4
Pennsylvania,-56.448,4
Pennsylvania,-112.041,5
New York,-447.5947,7
Ohio,-464.697,9
Ohio,-64.9376,4
Pennsylvania,-81.94,4
Ohio,-199.617,5
Kentucky,39.4268,1
Georgia,8.7032,1
Mississippi,1.9712,2
South Carolina,4.2804,2
Virginia,46.1968,2
Alabama,39.4438,2
Georgia,9.3228,3
Virginia,307.1448,4
Arkansas,3.9248,4
Georgia,11.1776,4
Georgia,6.9088,4
Louisiana,10.3936,4
Virginia,112.3508,4
Arkansas,145.2816,6
Georgia,297.69,6
Georgia,15.7584,6
Alabama,8.1168,8
Alabama,316.1392,8
Virginia,386.835,10
Virginia,145.0696,13
Virginia,69.1992,14
Florida,-12.147,1
North Carolina,-11.0691,1
North Carolina,1.4136,1
Florida,10.8588,2
Tennessee,8.194,2
Tennessee,70.198000000,2
North Carolina,0.739200000,2
North Carolina,1.068,2
North Carolina,1.999,2
Tennessee,5.368,2
Florida,-13.6776,3
Florida,16.4403,3
North Carolina,25.875,3
Tennessee,10.647,3
Florida,2.6028,3
Florida,8.3028,3
Florida,1.4418,3
Florida,14.2992,3
Tennessee,16.0056,3
Florida,3.86,4
North Carolina,12.1352,4
Tennessee,-18.1808,4
Tennessee,9.3504,4
Florida,-72.039,5
Tennessee,13.846,5
Tennessee,3.556,5
Florida,8.2056,6
Florida,45.4671,7
North Carolina,-32.2192,8
Florida,-24.392,8
Florida,6.216,8
Tennessee,190.4298,11
Tennessee,-28.224,2
Tennessee,-968.8833,7
Florida,-420,6
Florida,-255.5875,7
California,2.6376,1
California,18.1146,1
California,9.3152,1
California,15.8256,2
California,15.6332,2
California,10.248,2
California,15.6332,2
California,12.6348,2
California,14.6718,2
California,11.1664,2
California,21.4368,2
Washington,3.034,2
Washington,55.016,2
Washington,1.598,2
Washington,3.6632,2
Idaho,160.1766,2
California,34.4148,3
California,4.6221,3
California,41.4456,3
California,6.2244,3
California,28.5984,3
California,5.6628,3
Washington,22.4196,3
Idaho,259.5297,3
Washington,111.1035,3
Washington,34.3656,4
Washington,94.926,4
California,26.973,5
California,8.217,5
Washington,37.366,5
California,33.0708,6
California,6.0876,6
California,23.9904,6
California,12.9129,7
Washington,334.551,7
Washington,259.8896,8
California,37.4144,8
California,62.5056,8
California,11.7488,8
Washington,610.8624,8
Washington,31.0992,12
California,27.3568,2
California,-12.8784,2
California,-18.147,3
California,20.5176,3
California,41.996500000,5
California,19.998,5
California,34.494,6
California,11.2839,1
California,27.2848,1
Arizona,4.1972,2
California,-6.098,2
California,2.598,2
California,50.098,2
California,50.098,2
Washington,54.176400000,2
Arizona,13.3176,3
Arizona,-35.3646,3
California,81.264600000,3
California,-5.488200000,3
California,89.2224,3
California,45.294,3
California,23.028,3
California,-9.147000000,3
California,6.3936,3
California,52.3392,3
Colorado,10.679400000,3
Colorado,40.8006,3
Idaho,4.229400000,3
Oregon,23.028,3
Washington,-20.7846,3
Arizona,7.6965,3
Arizona,89.307,3
Colorado,4.368,3
Colorado,3.666,3
California,5.158800000,3
California,33.851700000,3
California,-8.506800000,3
California,4.390200000,3
California,-6.423300000,3
California,-87.9354,3
Arizona,99.432000000,4
